Transaction ID,Merchant ID,Amount,Capture Method,Payment Method,Exact Date,Card Number,Card Holder Name,Installments,Card Brand,Issuer Bank,Issuer Country,Transaction Status,Transaction Type,Merchant Category Code (MCC),Currency,Fraud Indicator,Transaction Date,Transaction Time,Merchant City,Merchant State
TX07900,M7900,3.77,POS,Credit Card,2024-05-19 23:30:21,180099180529525,Michael Santos,6,American Express,HSBC,UK,Approved,Purchase,2256,GBP,1,2024-05-19,23:30:21,North Kevin,Pennsylvania
TX07901,M7901,339.78,ATM,Credit Card,2024-05-02 06:17:51,377673226846987,John Marks,6,American Express,HSBC,UK,Declined,Purchase,6484,GBP,0,2024-05-02,06:17:51,Timothyburgh,Colorado
TX07902,M7902,806.33,POS,Credit Card,2024-03-15 07:10:54,3551326846431670,Amy Richardson,7,American Express,Wells Fargo,Australia,Declined,Chargeback,1568,GBP,0,2024-03-15,07:10:54,Port Jacobhaven,Idaho
TX07903,M7903,851.39,Online,Debit Card,2024-08-07 09:29:20,4122515861005231,Deborah Perez,3,Discover,HSBC,USA,Approved,Chargeback,8817,USD,1,2024-08-07,09:29:20,Stevenfurt,Delaware
TX07904,M7904,197.05,POS,Debit Card,2024-06-17 12:31:57,343908412460719,Katie Dyer,6,American Express,HSBC,UK,Declined,Refund,4968,CAD,1,2024-06-17,12:31:57,New Darrylville,Rhode Island
TX07905,M7905,583.84,ATM,Credit Card,2024-08-10 05:30:33,30193286862419,Jeffrey Allen,6,American Express,Chase,UK,Pending,Chargeback,3533,GBP,0,2024-08-10,05:30:33,Powellmouth,California
TX07906,M7906,685.93,POS,Credit Card,2024-06-12 17:44:57,3556310195363341,William Morton,2,Visa,HSBC,Germany,Approved,Refund,7715,AUD,1,2024-06-12,17:44:57,South Eric,Oregon
TX07907,M7907,276.82,Online,Debit Card,2024-10-16 14:23:46,4993709781302135,Martha Hopkins,11,MasterCard,HSBC,Australia,Approved,Refund,1944,GBP,1,2024-10-16,14:23:46,East Ryanville,Georgia
TX07908,M7908,48.57,Online,Debit Card,2025-03-11 12:50:18,2297007879982026,Jordan Gomez,6,Visa,Chase,Canada,Pending,Purchase,9075,AUD,0,2025-03-11,12:50:18,North Carlatown,California
TX07909,M7909,795.45,ATM,Debit Card,2024-03-16 00:00:27,4165966976931852,Paul Sloan,4,Discover,Bank of America,Canada,Pending,Chargeback,2549,EUR,1,2024-03-16,00:00:27,Andrewside,Hawaii
TX07910,M7910,6.84,ATM,Debit Card,2024-10-06 15:33:04,3528132043663879,Matthew Bradley,8,Visa,Chase,Australia,Approved,Chargeback,1079,AUD,0,2024-10-06,15:33:04,East Ronald,Vermont
TX07911,M7911,764.85,POS,Credit Card,2025-01-05 15:53:53,4245497306971990,Amanda Hodges,4,MasterCard,Wells Fargo,Australia,Pending,Purchase,5481,GBP,1,2025-01-05,15:53:53,North Ericafurt,West Virginia
TX07912,M7912,882.29,ATM,Credit Card,2024-06-05 10:00:14,4298433386912063,Joshua Knight,9,American Express,Citibank,Australia,Pending,Chargeback,4799,USD,0,2024-06-05,10:00:14,North Christina,New Mexico
TX07913,M7913,866.76,POS,Credit Card,2024-12-22 19:29:04,4387977242566473,Steven Collier,12,Discover,Wells Fargo,Canada,Declined,Refund,3615,USD,0,2024-12-22,19:29:04,North Victoria,Oregon
TX07914,M7914,750.3,ATM,Credit Card,2024-07-11 18:13:22,676228594757,Kyle Moore,12,Discover,Citibank,Canada,Pending,Chargeback,4277,AUD,1,2024-07-11,18:13:22,Elizabethbury,North Carolina
TX07915,M7915,291.0,POS,Credit Card,2024-11-13 21:08:28,5542189955377945,Nancy Lowe,4,American Express,Bank of America,Australia,Approved,Chargeback,7694,EUR,1,2024-11-13,21:08:28,Smithport,Alabama
TX07916,M7916,300.95,Online,Debit Card,2024-07-11 00:45:02,30315509673006,Alexandra Lopez,1,MasterCard,Chase,Canada,Approved,Refund,1142,CAD,0,2024-07-11,00:45:02,Lake Jesseton,Wisconsin
TX07917,M7917,788.86,ATM,Credit Card,2024-09-17 20:35:35,38309280273484,Michael Santiago,6,Discover,Citibank,UK,Declined,Chargeback,7420,GBP,1,2024-09-17,20:35:35,Maxwellshire,Massachusetts
TX07918,M7918,795.13,POS,Credit Card,2025-01-13 23:27:42,4122544902944174,Mark Serrano,3,Visa,Wells Fargo,Canada,Declined,Chargeback,9739,CAD,0,2025-01-13,23:27:42,Lyonsburgh,Maryland
TX07919,M7919,5.08,Online,Credit Card,2024-10-23 18:17:50,4006701717749,Amy Moran,10,American Express,Bank of America,UK,Pending,Refund,2468,USD,0,2024-10-23,18:17:50,Rachelside,Maine
TX07920,M7920,108.02,POS,Credit Card,2024-03-25 03:31:50,2246130444677533,Teresa Jensen,11,Discover,Bank of America,UK,Approved,Chargeback,1739,EUR,1,2024-03-25,03:31:50,West Hannahside,Montana
TX07921,M7921,438.4,POS,Debit Card,2025-03-11 18:12:43,213195213227904,Carol Downs,1,Visa,HSBC,Germany,Approved,Purchase,5116,EUR,1,2025-03-11,18:12:43,Joshuatown,North Carolina
TX07922,M7922,784.12,POS,Debit Card,2024-04-17 03:21:54,213148968067769,Jason Norris,5,American Express,Bank of America,Australia,Declined,Chargeback,6205,GBP,1,2024-04-17,03:21:54,Daniellehaven,Virginia
TX07923,M7923,977.79,ATM,Credit Card,2025-01-21 02:02:54,213131405268703,Christina Davidson,1,American Express,Citibank,USA,Pending,Purchase,4744,EUR,0,2025-01-21,02:02:54,East Samuel,Utah
TX07924,M7924,45.41,POS,Credit Card,2024-04-17 04:51:55,6555786566011722,Andrew George,4,MasterCard,Chase,Canada,Approved,Chargeback,2256,EUR,1,2024-04-17,04:51:55,Alexanderchester,Illinois
TX07925,M7925,339.54,POS,Credit Card,2025-02-02 07:12:10,6011955099908948,Terry Becker,11,Discover,Chase,Canada,Approved,Refund,4348,EUR,0,2025-02-02,07:12:10,Hooverberg,Connecticut
TX07926,M7926,352.6,ATM,Credit Card,2024-05-01 16:40:39,4665325639130127284,Carl Hanna,2,Visa,Wells Fargo,Canada,Approved,Chargeback,3621,EUR,1,2024-05-01,16:40:39,Longland,Alabama
TX07927,M7927,357.36,ATM,Debit Card,2025-02-26 12:44:23,2720014441616782,Amanda Martinez,8,MasterCard,HSBC,Germany,Approved,Purchase,8555,CAD,1,2025-02-26,12:44:23,Alexischester,Iowa
TX07928,M7928,749.19,POS,Credit Card,2024-11-04 11:27:47,6011563915670278,Amy Aguilar,5,Discover,HSBC,UK,Pending,Chargeback,5509,EUR,1,2024-11-04,11:27:47,Meyerstad,Oklahoma
TX07929,M7929,292.76,ATM,Credit Card,2025-02-08 19:02:36,5596090014086300,Donna Martinez,10,American Express,HSBC,Canada,Declined,Chargeback,1615,CAD,1,2025-02-08,19:02:36,Cherylstad,New Mexico
TX07930,M7930,73.14,POS,Debit Card,2024-03-13 12:39:46,502099347648,Russell Brown,10,MasterCard,Bank of America,Germany,Declined,Chargeback,8167,EUR,1,2024-03-13,12:39:46,East William,Michigan
TX07931,M7931,324.36,ATM,Debit Card,2025-02-16 00:39:34,30486911262181,Lance Lindsey,7,American Express,Bank of America,Australia,Declined,Refund,5732,GBP,0,2025-02-16,00:39:34,Martinstad,Mississippi
TX07932,M7932,284.24,ATM,Credit Card,2024-03-13 01:24:19,3532314933743599,Jon Wright,1,American Express,HSBC,Canada,Pending,Chargeback,2412,USD,0,2024-03-13,01:24:19,Wilkinsville,New Hampshire
TX07933,M7933,74.4,ATM,Credit Card,2024-10-05 22:25:10,676126815817,Katie Estrada,4,American Express,Wells Fargo,Australia,Approved,Refund,9429,USD,0,2024-10-05,22:25:10,Victoriamouth,Louisiana
TX07934,M7934,562.75,ATM,Debit Card,2024-11-09 01:21:54,3575268416747360,Gail Jones,11,Discover,Bank of America,Australia,Pending,Chargeback,7824,USD,0,2024-11-09,01:21:54,Stoneshire,Utah
TX07935,M7935,967.48,ATM,Debit Card,2024-04-08 06:49:25,4054488595994207,Terri Smith,9,Discover,Wells Fargo,UK,Pending,Refund,8709,CAD,0,2024-04-08,06:49:25,Janiceview,Alabama
TX07936,M7936,186.01,Online,Credit Card,2024-07-27 08:51:05,676222826700,Rebekah Wright,12,American Express,HSBC,Canada,Declined,Refund,8419,AUD,1,2024-07-27,08:51:05,Chenberg,Louisiana
TX07937,M7937,64.84,POS,Debit Card,2024-04-01 06:35:57,3548039667244108,William Mosley,6,American Express,Citibank,Canada,Declined,Chargeback,6422,GBP,1,2024-04-01,06:35:57,East Andrea,Missouri
TX07938,M7938,797.14,Online,Debit Card,2024-11-19 17:09:14,4065139917046740,Timothy Pittman,3,Visa,Bank of America,Germany,Approved,Chargeback,1035,USD,1,2024-11-19,17:09:14,New Raymondshire,Utah
TX07939,M7939,227.02,Online,Credit Card,2024-09-15 08:59:20,676248583301,Matthew Jackson,3,Visa,HSBC,USA,Declined,Purchase,2493,GBP,1,2024-09-15,08:59:20,Jenningsstad,North Dakota
TX07940,M7940,22.4,POS,Debit Card,2024-09-11 07:06:58,213102611092047,Adrian Johnson,12,Discover,Bank of America,Canada,Declined,Chargeback,7986,GBP,0,2024-09-11,07:06:58,Haleyview,Ohio
TX07941,M7941,539.56,Online,Credit Card,2024-04-12 05:59:40,4507020189674850315,Walter Burns,7,Visa,Citibank,USA,Approved,Purchase,5852,USD,0,2024-04-12,05:59:40,Lake Joel,Kentucky
TX07942,M7942,504.52,POS,Debit Card,2024-12-27 05:02:20,4555372963982,Katelyn Gomez,9,MasterCard,Citibank,Germany,Declined,Purchase,2317,GBP,0,2024-12-27,05:02:20,Port Amberstad,New Mexico
TX07943,M7943,884.08,Online,Debit Card,2025-01-18 06:13:17,3528287254607724,Stephanie Lee,1,Discover,Wells Fargo,USA,Approved,Refund,8017,GBP,1,2025-01-18,06:13:17,South Katrinachester,Alabama
TX07944,M7944,927.07,Online,Debit Card,2024-11-20 01:34:11,4214192706295150,Natalie Garcia,8,Visa,HSBC,UK,Pending,Purchase,4689,AUD,1,2024-11-20,01:34:11,New Charles,Mississippi
TX07945,M7945,462.37,ATM,Debit Card,2024-08-02 20:48:35,3522320925168549,Destiny Harris,3,MasterCard,Wells Fargo,USA,Declined,Purchase,1467,AUD,0,2024-08-02,20:48:35,Howardside,Connecticut
TX07946,M7946,552.8,ATM,Debit Card,2024-08-28 12:10:11,30443727679389,Jocelyn Clark,11,Visa,Bank of America,Australia,Pending,Refund,4426,CAD,0,2024-08-28,12:10:11,Bradleymouth,Rhode Island
TX07947,M7947,29.3,ATM,Credit Card,2024-12-10 00:07:15,676218159975,Amy Hutchinson,5,American Express,Bank of America,USA,Declined,Chargeback,4402,EUR,0,2024-12-10,00:07:15,Calhounchester,Massachusetts
TX07948,M7948,439.09,POS,Debit Card,2024-09-05 19:50:31,3549873165530157,William Rose,11,Discover,HSBC,UK,Pending,Refund,4575,AUD,0,2024-09-05,19:50:31,Bensonfort,New Hampshire
TX07949,M7949,947.88,Online,Credit Card,2025-03-01 00:57:48,213140094503767,Kristen Martinez,6,Visa,Chase,UK,Pending,Purchase,5315,EUR,1,2025-03-01,00:57:48,East Thomas,Illinois
TX07950,M7950,417.33,Online,Debit Card,2025-02-01 18:52:05,4089204048592075099,Amy Parrish,11,MasterCard,Citibank,Germany,Pending,Purchase,2600,GBP,0,2025-02-01,18:52:05,Dillonside,Alaska
TX07951,M7951,479.48,POS,Credit Card,2024-09-21 06:53:11,503833737607,Robert Davis,1,American Express,Bank of America,UK,Declined,Chargeback,1818,CAD,1,2024-09-21,06:53:11,Port Ashley,Louisiana
TX07952,M7952,377.08,ATM,Credit Card,2024-04-06 19:56:28,2283253257309681,Edgar Baker,11,Discover,HSBC,USA,Pending,Refund,9502,CAD,0,2024-04-06,19:56:28,Mckenziemouth,Alaska
TX07953,M7953,14.69,ATM,Debit Card,2024-04-04 18:57:27,3501047204160526,Jasmine Sawyer,1,Discover,Wells Fargo,Germany,Pending,Refund,2592,USD,0,2024-04-04,18:57:27,North Stephanie,New Mexico
TX07954,M7954,802.43,ATM,Credit Card,2025-01-25 18:55:01,676122229401,Dennis Mason,3,MasterCard,Citibank,Australia,Pending,Purchase,9296,EUR,0,2025-01-25,18:55:01,Port Michelle,Arkansas
TX07955,M7955,39.44,POS,Credit Card,2024-06-27 18:14:28,4585858681620668,Amy Goodwin,2,American Express,Citibank,USA,Declined,Purchase,5226,AUD,0,2024-06-27,18:14:28,Christophermouth,South Carolina
TX07956,M7956,435.13,POS,Credit Card,2025-02-25 09:05:30,4707834098641863,Matthew Gonzales,3,American Express,HSBC,Canada,Pending,Refund,2722,USD,1,2025-02-25,09:05:30,Rogersburgh,Minnesota
TX07957,M7957,222.93,ATM,Debit Card,2025-02-25 23:07:37,4329942066753,Colleen Griffin,4,Discover,Bank of America,Germany,Approved,Refund,5781,USD,1,2025-02-25,23:07:37,West Samanthaland,Tennessee
TX07958,M7958,824.03,ATM,Debit Card,2024-09-13 08:40:31,4063243608896686,Shannon Walter,9,Discover,HSBC,Australia,Approved,Refund,5504,EUR,0,2024-09-13,08:40:31,South Carlville,Nebraska
TX07959,M7959,306.78,POS,Debit Card,2024-05-07 14:56:41,569429949583,Jade Becker,4,MasterCard,Bank of America,Germany,Declined,Chargeback,4510,GBP,1,2024-05-07,14:56:41,Dennisland,Wyoming
TX07960,M7960,786.34,Online,Credit Card,2024-06-21 04:46:59,4916012294016,Kimberly Daniels,9,Discover,Wells Fargo,USA,Approved,Refund,4683,AUD,1,2024-06-21,04:46:59,North Tinatown,New Hampshire
TX07961,M7961,957.89,ATM,Debit Card,2024-04-25 23:46:53,3520495310749616,Amber Ross,11,Discover,Wells Fargo,Canada,Pending,Chargeback,6739,AUD,0,2024-04-25,23:46:53,Jayborough,Missouri
TX07962,M7962,213.59,ATM,Credit Card,2024-06-03 02:02:22,3544114115047694,Karina Davis,5,MasterCard,Bank of America,Canada,Declined,Refund,4267,USD,1,2024-06-03,02:02:22,Kellerland,Montana
TX07963,M7963,723.42,ATM,Debit Card,2024-09-18 17:00:56,4449396804892407,Deborah Arnold,2,Visa,Chase,USA,Declined,Purchase,5045,CAD,0,2024-09-18,17:00:56,Sheriberg,Oklahoma
TX07964,M7964,446.97,Online,Credit Card,2024-08-07 04:43:19,213146099604963,Diana Miller,11,Visa,HSBC,Canada,Declined,Purchase,6716,CAD,1,2024-08-07,04:43:19,New Luisberg,California
TX07965,M7965,384.78,POS,Debit Card,2025-01-27 01:31:32,2245355038370259,Joshua Mitchell,6,MasterCard,Citibank,Canada,Declined,Refund,6120,CAD,0,2025-01-27,01:31:32,East Kevintown,Alabama
TX07966,M7966,676.2,POS,Debit Card,2024-07-26 22:30:19,2286315973587846,Curtis Burns,7,Visa,Citibank,Australia,Approved,Chargeback,9976,USD,1,2024-07-26,22:30:19,Johnsonview,Florida
TX07967,M7967,568.03,POS,Credit Card,2025-02-28 04:19:29,4516458639058865,Ricky Johnson,7,Visa,Bank of America,UK,Pending,Chargeback,3647,AUD,1,2025-02-28,04:19:29,New Alyssa,Georgia
TX07968,M7968,489.51,POS,Debit Card,2024-11-23 05:24:59,676313558642,Linda Smith,9,Visa,Citibank,USA,Declined,Purchase,3297,CAD,1,2024-11-23,05:24:59,Guzmanside,Wisconsin
TX07969,M7969,541.42,POS,Debit Card,2024-09-25 06:25:30,4707448077772,Sara Beck,7,American Express,Chase,USA,Declined,Refund,8109,USD,0,2024-09-25,06:25:30,Thomasview,Kansas
TX07970,M7970,113.16,ATM,Debit Card,2025-03-01 23:45:51,213172182682765,Carly Noble,12,MasterCard,Chase,Canada,Approved,Purchase,3586,AUD,1,2025-03-01,23:45:51,Scottton,Michigan
TX07971,M7971,817.99,POS,Debit Card,2024-09-17 00:59:34,30583888073094,Jeffrey Kelley,10,MasterCard,Bank of America,UK,Declined,Chargeback,3161,CAD,0,2024-09-17,00:59:34,South Brittanymouth,Wyoming
TX07972,M7972,78.72,POS,Credit Card,2024-11-19 00:27:50,3501707910170537,John Hall,8,Visa,Chase,USA,Declined,Refund,6168,EUR,1,2024-11-19,00:27:50,Port Andrea,Georgia
TX07973,M7973,927.62,Online,Debit Card,2024-06-19 18:58:40,3553911377096790,Robin Payne,9,American Express,Bank of America,Germany,Pending,Refund,3941,CAD,0,2024-06-19,18:58:40,South Latoyabury,New Jersey
TX07974,M7974,550.55,ATM,Credit Card,2024-06-16 22:26:32,4355126983839123,Kathy Williams,5,MasterCard,Wells Fargo,USA,Declined,Chargeback,8536,CAD,0,2024-06-16,22:26:32,New Hollyview,Vermont
TX07975,M7975,221.04,ATM,Debit Card,2024-04-20 01:16:46,3511340663135644,Derek Rhodes,5,Visa,Wells Fargo,Australia,Declined,Chargeback,7761,AUD,0,2024-04-20,01:16:46,Michaelchester,Alaska
TX07976,M7976,539.65,ATM,Credit Card,2025-01-21 00:12:46,4521513424465585,Cole Brown,7,Discover,Citibank,Australia,Pending,Purchase,1681,GBP,1,2025-01-21,00:12:46,Brianfurt,Virginia
TX07977,M7977,327.9,POS,Debit Card,2024-08-06 06:15:20,6579362301492304,Vanessa Sexton,2,MasterCard,Bank of America,USA,Pending,Purchase,8482,CAD,0,2024-08-06,06:15:20,Port Juliemouth,Minnesota
TX07978,M7978,834.11,POS,Debit Card,2024-07-30 16:39:31,3524830836105982,Terry Ballard,1,Visa,Wells Fargo,USA,Approved,Refund,8967,EUR,1,2024-07-30,16:39:31,Salasview,Minnesota
TX07979,M7979,231.52,POS,Credit Card,2024-12-26 00:02:59,30040202249348,Michelle Moody MD,5,Visa,Wells Fargo,Germany,Approved,Purchase,9404,CAD,0,2024-12-26,00:02:59,Port Emilystad,Massachusetts
TX07980,M7980,269.22,POS,Credit Card,2024-04-25 03:29:11,6011349244348269,Jake Castro,10,Visa,HSBC,Canada,Pending,Purchase,3318,AUD,1,2024-04-25,03:29:11,Lake Jamieborough,Georgia
TX07981,M7981,220.7,ATM,Debit Card,2025-01-20 08:17:37,213172180674079,Janet Martinez PhD,7,Visa,HSBC,Canada,Declined,Purchase,9624,GBP,0,2025-01-20,08:17:37,New Jasonshire,New York
TX07982,M7982,466.51,Online,Debit Card,2024-12-02 21:25:18,564089370220,Amy Nunez,10,MasterCard,Citibank,Germany,Approved,Purchase,9674,AUD,1,2024-12-02,21:25:18,South Robertborough,Indiana
TX07983,M7983,291.61,ATM,Debit Card,2024-12-13 06:45:51,4151217284650479,Victor Thomas,6,Discover,Bank of America,UK,Approved,Chargeback,7395,AUD,0,2024-12-13,06:45:51,Port Rachel,Utah
TX07984,M7984,614.09,Online,Debit Card,2024-05-13 11:54:07,3552052168907332,Lisa Valdez,7,American Express,Chase,Australia,Declined,Purchase,7628,CAD,0,2024-05-13,11:54:07,Williamburgh,South Dakota
TX07985,M7985,404.76,ATM,Debit Card,2024-09-09 21:26:16,4587125487252577,Kurt Hanson,5,Discover,Bank of America,Germany,Declined,Purchase,2594,USD,1,2024-09-09,21:26:16,North Michael,New Mexico
TX07986,M7986,838.72,Online,Debit Card,2024-12-07 18:38:34,4165484740292,John Benitez Jr.,7,American Express,Wells Fargo,Australia,Pending,Chargeback,7631,USD,1,2024-12-07,18:38:34,Port Jefferystad,Nevada
TX07987,M7987,228.58,ATM,Credit Card,2024-04-12 16:46:01,3577003548112318,Tiffany Robertson,8,American Express,HSBC,USA,Pending,Chargeback,9467,GBP,0,2024-04-12,16:46:01,Andersonfurt,West Virginia
TX07988,M7988,36.49,Online,Credit Card,2025-02-27 11:29:56,6011652109267049,Matthew Newman,12,American Express,Bank of America,USA,Approved,Chargeback,1077,USD,1,2025-02-27,11:29:56,North Margarethaven,Utah
TX07989,M7989,958.41,ATM,Credit Card,2024-03-30 04:25:15,4519236017865255397,Annette Peterson,3,Discover,HSBC,USA,Approved,Refund,6074,EUR,1,2024-03-30,04:25:15,Ramosport,New Mexico
TX07990,M7990,119.4,Online,Credit Card,2024-06-25 05:55:27,213162739624741,Glen Andrews,4,Visa,Bank of America,USA,Pending,Refund,1133,USD,0,2024-06-25,05:55:27,North Ryanborough,New York
TX07991,M7991,559.23,ATM,Debit Card,2025-03-07 18:02:24,30003087267553,Terry Morris,3,Visa,HSBC,UK,Declined,Refund,3467,CAD,0,2025-03-07,18:02:24,Jonesland,Louisiana
TX07992,M7992,137.01,Online,Credit Card,2024-04-10 04:22:06,378305956670746,Jason Landry,7,Visa,Chase,Australia,Approved,Purchase,8654,EUR,0,2024-04-10,04:22:06,New Danielstad,Washington
TX07993,M7993,637.3,POS,Debit Card,2024-10-15 08:55:13,4156417895479584928,Lori Morris,7,Discover,Chase,Australia,Approved,Chargeback,1541,AUD,0,2024-10-15,08:55:13,Petersontown,Montana
TX07994,M7994,768.19,ATM,Debit Card,2025-03-10 17:35:15,4516175666214,Amy Stokes,6,MasterCard,Chase,USA,Approved,Refund,2973,USD,0,2025-03-10,17:35:15,East Saraside,Oregon
TX07995,M7995,647.67,Online,Debit Card,2025-02-13 23:30:38,344729668725988,Melissa Marshall,12,MasterCard,Bank of America,Canada,Pending,Chargeback,1543,GBP,0,2025-02-13,23:30:38,Lake Alexandria,Missouri
TX07996,M7996,333.13,Online,Debit Card,2025-03-03 13:32:54,4570735717620241157,Michael Sweeney,9,MasterCard,Bank of America,USA,Approved,Purchase,1796,EUR,0,2025-03-03,13:32:54,East Michaelview,Washington
TX07997,M7997,527.58,Online,Debit Card,2024-06-21 08:21:18,4953831263437011,Brendan Olson,12,MasterCard,Wells Fargo,USA,Pending,Refund,3475,AUD,1,2024-06-21,08:21:18,Sarahaven,New York
TX07998,M7998,296.53,ATM,Credit Card,2025-02-15 11:55:19,4412238013123518,Heidi Stephens,8,Discover,Bank of America,Germany,Pending,Refund,3413,AUD,1,2025-02-15,11:55:19,New Rachel,Texas
TX07999,M7999,857.12,POS,Debit Card,2024-11-05 02:41:23,30297272119260,Kevin Callahan,7,MasterCard,Bank of America,Australia,Approved,Chargeback,8302,USD,1,2024-11-05,02:41:23,Buchananberg,Arkansas
TX08000,M8000,238.98,POS,Debit Card,2024-03-19 21:03:14,4069604152018,Whitney Bartlett,8,Discover,Bank of America,UK,Declined,Chargeback,3233,CAD,1,2024-03-19,21:03:14,East Alicia,California
TX08001,M8001,321.89,POS,Debit Card,2024-12-30 18:20:01,6011264698836521,Luis Smith,2,Visa,Citibank,Canada,Approved,Refund,4176,EUR,1,2024-12-30,18:20:01,Port Victoriamouth,Oregon
TX08002,M8002,207.83,ATM,Debit Card,2024-11-18 18:49:36,4321501487767792806,Michael Thomas,1,Visa,Bank of America,Canada,Approved,Refund,6948,GBP,1,2024-11-18,18:49:36,Robertmouth,South Carolina
TX08003,M8003,181.49,Online,Debit Card,2024-09-30 14:26:47,2720824282090693,Aaron Clark,3,Visa,HSBC,USA,Pending,Refund,3066,AUD,1,2024-09-30,14:26:47,Davidville,Kentucky
TX08004,M8004,718.39,ATM,Debit Card,2025-02-23 18:01:31,4276063777527349,Melissa Ayala,2,American Express,Chase,USA,Approved,Refund,6422,CAD,0,2025-02-23,18:01:31,Kimberlymouth,Minnesota
TX08005,M8005,707.96,ATM,Credit Card,2024-12-26 01:38:53,213122620338959,Sarah Webb,12,American Express,Bank of America,USA,Declined,Chargeback,6675,EUR,0,2024-12-26,01:38:53,North Stevefurt,South Dakota
TX08006,M8006,346.87,Online,Credit Card,2024-04-10 19:33:05,6011866178866834,Danny James,5,Discover,Bank of America,Germany,Declined,Refund,6860,USD,1,2024-04-10,19:33:05,Kennethfort,North Carolina
TX08007,M8007,205.89,Online,Credit Card,2025-02-16 09:28:03,374082141688669,Debra Mathews,1,Visa,Wells Fargo,Australia,Approved,Refund,6891,EUR,0,2025-02-16,09:28:03,Jamiechester,Wyoming
TX08008,M8008,619.92,Online,Debit Card,2024-09-13 11:46:00,6568765290136281,Marvin Joseph,6,Discover,Citibank,UK,Declined,Purchase,2925,USD,1,2024-09-13,11:46:00,Lake Sarahstad,Virginia
TX08009,M8009,615.04,POS,Credit Card,2025-02-16 04:10:46,30310276048615,Valerie Roberts,3,Visa,Chase,Canada,Declined,Refund,6720,AUD,0,2025-02-16,04:10:46,Staffordberg,Michigan
TX08010,M8010,706.11,Online,Credit Card,2024-11-22 11:38:55,30158856066873,Daniel Sharp,10,Visa,Bank of America,Canada,Approved,Refund,2524,USD,1,2024-11-22,11:38:55,North Kennethville,Virginia
TX08011,M8011,276.48,ATM,Debit Card,2024-09-20 18:14:58,2288609172207372,Stephen Johnson,6,MasterCard,HSBC,UK,Approved,Purchase,4120,GBP,1,2024-09-20,18:14:58,Shellybury,Missouri
TX08012,M8012,592.01,ATM,Debit Card,2024-09-16 08:26:30,213126092257670,Joshua Thompson,12,MasterCard,Bank of America,Australia,Pending,Chargeback,9960,GBP,0,2024-09-16,08:26:30,Luisshire,New York
TX08013,M8013,56.86,Online,Credit Card,2025-02-16 04:03:44,4249202263294427231,Gregory Bell,9,Visa,Chase,UK,Pending,Purchase,7898,CAD,1,2025-02-16,04:03:44,West Thomasport,North Carolina
TX08014,M8014,999.91,POS,Credit Card,2024-05-23 23:30:18,4985482570239,Stephanie Schroeder,4,Visa,HSBC,USA,Pending,Purchase,2411,USD,1,2024-05-23,23:30:18,Burkefort,Vermont
TX08015,M8015,923.13,ATM,Credit Card,2024-04-05 03:48:39,4735493281536871681,Brenda Huang,1,MasterCard,Chase,Australia,Pending,Refund,2052,CAD,0,2024-04-05,03:48:39,North Oscarhaven,Minnesota
TX08016,M8016,760.2,ATM,Credit Card,2024-06-02 21:10:02,370777028294549,Christina Simmons,3,MasterCard,Chase,Canada,Declined,Refund,8140,GBP,1,2024-06-02,21:10:02,New Scottville,Iowa
TX08017,M8017,782.12,Online,Debit Card,2024-08-30 00:57:36,36895910187773,Holly Holmes,7,Visa,Bank of America,UK,Approved,Purchase,9900,USD,0,2024-08-30,00:57:36,Jonathanhaven,Wyoming
TX08018,M8018,826.77,Online,Credit Card,2024-07-27 18:27:37,3557549616310691,Kevin Ponce,1,MasterCard,HSBC,USA,Declined,Chargeback,6139,USD,0,2024-07-27,18:27:37,East Jaimetown,Montana
TX08019,M8019,63.18,POS,Debit Card,2025-01-27 19:08:41,4771170929870152,Mrs. Lisa James DDS,8,MasterCard,Citibank,Canada,Pending,Refund,4899,USD,0,2025-01-27,19:08:41,Martinezstad,Texas
TX08020,M8020,100.92,Online,Debit Card,2024-09-16 03:06:37,4118123177905,Jerry Mcdonald,8,Discover,Chase,Canada,Approved,Purchase,9762,GBP,0,2024-09-16,03:06:37,South Donna,Oregon
TX08021,M8021,216.48,ATM,Credit Card,2024-11-25 15:49:43,4135916833038604,Christine Wells,6,Discover,HSBC,Germany,Declined,Purchase,5277,AUD,1,2024-11-25,15:49:43,South Mark,Montana
TX08022,M8022,919.45,POS,Debit Card,2024-10-03 13:26:12,3539626956554949,Valerie Cooper,4,MasterCard,Citibank,Australia,Declined,Chargeback,8980,EUR,1,2024-10-03,13:26:12,New Stacey,South Carolina
TX08023,M8023,441.15,Online,Credit Card,2024-07-18 14:52:42,370096491435756,Michael Mosley,4,Discover,Chase,Germany,Approved,Purchase,9736,CAD,0,2024-07-18,14:52:42,West Brendastad,Minnesota
TX08024,M8024,375.92,ATM,Debit Card,2024-09-22 17:51:11,6588743679054678,Tanya Medina,10,MasterCard,HSBC,USA,Pending,Purchase,8591,AUD,1,2024-09-22,17:51:11,Garciaville,Colorado
TX08025,M8025,512.78,Online,Credit Card,2024-04-19 07:48:00,180095574035913,Joseph Walker,3,MasterCard,HSBC,Canada,Declined,Purchase,5852,CAD,1,2024-04-19,07:48:00,Wileyberg,Virginia
TX08026,M8026,3.64,ATM,Credit Card,2024-08-02 10:49:30,30346546532855,Jacob Cooper,2,Visa,Wells Fargo,USA,Pending,Refund,2278,USD,1,2024-08-02,10:49:30,Jerrytown,Ohio
